연도,영화제,장르,출품작,감독,출품분야,수상내역,수상인
2012,한국영화평론가협회상,일반(종합),부러진 화살,정지영,,남우주연상,안성기
2012,한국영화평론가협회상,일반(종합),범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,,각본상,윤종빈
2012,한국영화평론가협회상,일반(종합),이웃사람,김휘,,신인남우상,김성균
2012,한국영화평론가협회상,일반(종합),밍크코트,"신아가,이상철",,신인감독상,신아가
2012,파리 한국영화제,일반(종합),줄탁동시,김경묵,Portrait,,
2012,파리 한국영화제,일반(종합),청계천의 개,김경묵,Portrait,,
2012,파리 한국영화제,일반(종합),도둑들,최동훈,폐막작,,
2012,광화문국제단편영화제,단편,케인,정시영,,,
2012,파리 한국영화제,일반(종합),롤랑바르트의 연인들,현정재,SHORTCUTS : Fly Asiana Special Screenings,,
2012,파리 한국영화제,일반(종합),메이크업,현정재,SHORTCUTS : Fly Asiana Special Screenings,,
2012,파리 한국영화제,일반(종합),꽃은 시드는 게 아니라…,오태헌,SHORTCUTS,Fly Asiana 최우수 단편상,오태헌
2012,전북독립영화제,독립,벌거숭이,박상훈,폐막작,,
2012,전북독립영화제,독립,선화사,이수유,온고을섹션,옹골진상,
2012,파리 한국영화제,일반(종합),너에게 나를 보낸다,장선우,Classiques,,
2012,파리 한국영화제,일반(종합),두 개의 문,"김일란,홍지유",Paysage,,
2012,파리 한국영화제,일반(종합),영사불가 필름,나경화,SHORTCUTS,,
2012,파리 한국영화제,일반(종합),도가니,황동혁,Paysage,,
2012,파리 한국영화제,일반(종합),범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,Paysage,,
2012,파리 한국영화제,일반(종합),얼굴 없는 것들,김경묵,Portrait,,
2012,광화문국제단편영화제,단편,구해줘,이찬호,국제경쟁,,
2012,파리 한국영화제,일반(종합),영자의 전성시대,김호선,Classiques,,
2012,파리 한국영화제,일반(종합),러닝 에그,배현진,SHORTCUTS,,
2012,파리 한국영화제,일반(종합),녹색물질,권오광,SHORTCUTS,,
2012,파리 한국영화제,일반(종합),최종 면접,황문석,SHORTCUTS,,
2012,파리 한국영화제,일반(종합),붉은 여왕들,현정재,SHORTCUTS : Fly Asiana Special Screenings,,
2012,파리 한국영화제,일반(종합),그림자 괴물,박혜미,SHORTCUTS,,
2012,전북독립영화제,독립,그 여자,조미혜,,,
2012,파리 한국영화제,일반(종합),최종병기 활,김한민,AVANT-PREMIÈRES,,
2012,파리 한국영화제,일반(종합),로맨스 조,이광국,Paysage,,
2012,파리 한국영화제,일반(종합),도약선생,윤성호,Paysage,,
2012,파리 한국영화제,일반(종합),두 개의 선,지민,Paysage,,
2012,파리 한국영화제,일반(종합),퍼플맨,"류진호,박성호,김탁훈,유진영",SHORTCUTS,,
2012,파리 한국영화제,일반(종합),티끌모아 로맨스,김정환,Paysage,,
2012,전북독립영화제,독립,그 여자,조미혜,,,
2012,파리 한국영화제,일반(종합),Sex/Less,김경묵,Portrait,,
2012,파리 한국영화제,일반(종합),"광해, 왕이 된 남자",추창민,개막작,,
2012,파리 한국영화제,일반(종합),누가 공정화를 죽였나?,한지혜,SHORTCUTS,,
2012,파리 한국영화제,일반(종합),타인의 취향,이재우,SHORTCUTS,,
2012,광화문국제단편영화제,단편,주리,김동호,개막작,,
2012,파리 한국영화제,일반(종합),자유부인,한형모,Classiques,,
2012,파리 한국영화제,일반(종합),요세미티와 나,김지현,Paysage,,
2012,광화문국제단편영화제,단편,시바타와 나가오,양익준,,,
2012,파리 한국영화제,일반(종합),버스,장재현,SHORTCUTS,,
2012,파리 한국영화제,일반(종합),자가당착: 시대정신과 현실참여,김선,Paysage,,
2012,파리 한국영화제,일반(종합),화차,변영주,Paysage,,
2012,파리 한국영화제,일반(종합),돈의 맛,임상수,AVANT-PREMIÈRES,,
2012,파리 한국영화제,일반(종합),러브픽션,전계수,Paysage,,
2012,파리 한국영화제,일반(종합),말하는 건축가,정재은,Paysage,,
2012,광화문국제단편영화제,단편,그녀의 연기,김태용,,,
2012,파리 한국영화제,일반(종합),불륜의 시대,전규환,Paysage,,
2012,파리 한국영화제,일반(종합),"희망버스, 러브 스토리",박성미,SHORTCUTS,,
2012,파리 한국영화제,일반(종합),창피해,김수현,Paysage,,
2012,파리 한국영화제,일반(종합),춘몽,유현목,Classiques,,
2012,파리 한국영화제,일반(종합),나와 인형놀이,김경묵,Portrait,,
2012,파리 한국영화제,일반(종합),애마부인,정인엽,Classiques,,
2012,"충무로단편,독립영화제",단편,가장 영화 같은 이별,박승민,청소년,여자연기상,
2012,상파울루 국제영화제,일반(종합),어머니,태준식,,,
2012,상파울루 국제영화제,일반(종합),파닥파닥,이대희,New Filmmakers Competition,,
2012,파이브 플레이버스 영화제,일반(종합),돼지의 왕,연상호,New Asian Cinema,,
2012,도쿄 국제영화제,일반(종합),범죄소년,강이관,경쟁부문,심사위원특별상,강이관
2012,도쿄 국제영화제,일반(종합),인류멸망 보고서,김지운,Film Panorama of Asia - Middle East,,
2012,도쿄 국제영화제,일반(종합),퍼펙트 게임,박희곤,Film Panorama of Asia - Middle East,,
2012,도쿄 국제영화제,일반(종합),잠 못 드는 밤,장건재,Film Panorama of Asia - Middle East,,
2012,도쿄 국제영화제,일반(종합),범죄소년,강이관,경쟁부문,남우주연상,서영주
2012,시카고 국제영화제,일반(종합),38-39°C,김강민,Shorts 2: Blurring the Lines,,
2012,시카고 국제영화제,일반(종합),미확인 동영상 : 절대클릭금지,김태경,After Dark Competition,,
2012,바르샤바 국제영화제,일반(종합),물고기,박홍민,Special Screenings,,
2012,바르샤바 국제영화제,일반(종합),오목어,김진만,Shorts Competition Programme 1,,
2012,바르샤바 국제영화제,일반(종합),후의 게임,김성영,Family Cinema Weekend,,
2012,바르샤바 국제영화제,일반(종합),부곡 하와이,하강훈,경쟁부문,,
2012,바르샤바 국제영화제,일반(종합),파닥파닥,이대희,Free Spirit Competition,,
2012,바르샤바 국제영화제,일반(종합),청포도 사탕: 17년 전의 약속,김희정,국제경쟁,,
2012,바르샤바 국제영화제,일반(종합),다른나라에서,홍상수,Special Screenings,,
2012,뉴욕 독립영화제,일반(종합),발푸르기의 밤,임보영,,,
2012,바르샤바 국제영화제,일반(종합),알레그로,,Family Cinema Weekend,,
2012,이탈리아 영화제,일반(종합),이계도함수,이현수,이탈리아로 간 한국 단편영화,,
2012,오슬로 필름즈 프롬 더 사우스 영화제,일반(종합),범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,Asian Visions,,
2012,시체스 국제판타스틱영화제,판타지,피에타,김기덕,Noves visions - Fiction,,
2012,시체스 국제판타스틱영화제,판타지,최종병기 활,김한민,Casa Asia,,
2012,시체스 국제판타스틱영화제,판타지,도둑들,최동훈,Casa Asia,,
2012,시체스 국제판타스틱영화제,판타지,영건 탐정사무소,오영두,Noves visions - Fiction,,
2012,시체스 국제판타스틱영화제,판타지,돈의 맛,임상수,Noves visions - Fiction,,
2012,오슬로 필름즈 프롬 더 사우스 영화제,일반(종합),다른나라에서,홍상수,Main Competition,,
2012,시체스 국제판타스틱영화제,판타지,인류멸망 보고서,김지운,Seccio Oficial Fantastic Competicio,,
2012,시체스 국제판타스틱영화제,판타지,돼지의 왕,연상호,Animation,,
2012,시체스 국제판타스틱영화제,판타지,무서운 이야기,"김곡,김선,민규동,임대웅,정범식,홍지영",Casa Asia,,
2012,시체스 국제판타스틱영화제,판타지,무게,전규환,Seccio Oficial Fantastic Competicio,,
2012,시체스 국제판타스틱영화제,판타지,연가시,박정우,Casa Asia,,
2012,시체스 국제판타스틱영화제,판타지,범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,Seccio Oficial Fantastic Competicio,,
2012,부산국제영화제,일반(종합),개똥이,김병준,한국 영화의 오늘-비전,,
2012,부산국제영화제,일반(종합),"충심, 소소",김정인,와이드 앵글- 한국단편 경쟁 1,,
2012,부산국제영화제,일반(종합),메밀꽃 필 무렵,"안재훈,한혜진",와이드 앵글,,
2012,부산국제영화제,일반(종합),은교,정지우,한국 영화의 오늘-파노라마,,
2012,부산국제영화제,일반(종합),지슬 - 끝나지 않은 세월2,오멸,한국 영화의 오늘-비전,,
2012,부산국제영화제,일반(종합),다른나라에서,홍상수,한국 영화의 오늘-파노라마,,
2012,부산국제영화제,일반(종합),후궁 : 제왕의 첩,김대승,한국 영화의 오늘-파노라마,,
2012,부산국제영화제,일반(종합),토니 레인즈의 한국영화 25년,서원태,와이드 앵글-다큐멘터리 쇼케이스,,
2012,부산국제영화제,일반(종합),어젯밤,배두리,와이드 앵글- 한국단편 경쟁 2,,
2012,부산국제영화제,일반(종합),학교 너머,김한국,와이드앵글-다큐멘터리 쇼케이스,,
2012,부산국제영화제,일반(종합),마이 웨이,강제규,한국 영화의 오늘-파노라마,,
2012,부산국제영화제,일반(종합),불륜,,와이드 앵글- 한국단편 경쟁 2,,
2012,부산국제영화제,일반(종합),뒷담화: 감독이 미쳤어요,이재용,한국 영화의 오늘-파노라마,,
2012,부산국제영화제,일반(종합),도시의 밤,김태용,와이드 앵글- 한국단편 경쟁1,,
2012,부산국제영화제,일반(종합),미자,전효정,와이드 앵글- 한국단편 경쟁 3,,
2012,부산국제영화제,일반(종합),화차,변영주,한국 영화의 오늘-파노라마,,
2012,부산국제영화제,일반(종합),꽁치,이설희,와이드 앵글-한국단편 경쟁 2,,
2012,부산국제영화제,일반(종합),남영동1985,정지영,갈라 프레젠테이션,,
2012,부산국제영화제,일반(종합),명왕성,신수원,한국 영화의 오늘-비전,,
2012,부산국제영화제,일반(종합),도둑들,최동훈,오픈 시네마,,
2012,부산국제영화제,일반(종합),목격자의 밤,박근범,와이드 앵글- 한국단편 경쟁 1,,
2012,부산국제영화제,일반(종합),돈의 맛,임상수,한국 영화의 오늘-파노라마,,
2012,부산국제영화제,일반(종합),캠퍼스의 봄,안승혁,와이드 앵글- 한국단편 경쟁 3,,
2012,부산국제영화제,일반(종합),춤추는 숲,강석필,와이드 앵글,,
2012,부산국제영화제,일반(종합),터치,민병훈,한국 영화의 오늘-파노라마,,
2012,부산국제영화제,일반(종합),뜨개질,윤은혜,와이드 앵글- 한국단편 경쟁 3,,
2012,부산국제영화제,일반(종합),낭만파 남편의 편지,최낙권,한국 영화의 오늘-비전,,
2012,부산국제영화제,일반(종합),늑대소년,조성희,오픈 시네마,,
2012,부산국제영화제,일반(종합),창수,이덕희,한국 영화의 오늘-파노라마,,
2012,부산국제영화제,일반(종합),키다리 아가씨,윤모,와이드 앵글- 한국단편 경쟁 1,,
2012,부산국제영화제,일반(종합),"1999, 면회",김태곤,한국 영화의 오늘-비전,,
2012,부산국제영화제,일반(종합),마이 라띠마,유지태,한국 영화의 오늘-비전,,
2012,부산국제영화제,일반(종합),R2B: 리턴투베이스,김동원,특별기획 프로그램-특별상영,,
2012,부산국제영화제,일반(종합),꽁치,이설희,와이드 앵글- 한국단편 경쟁 2,,
2012,부산국제영화제,일반(종합),가시꽃,이돈구,뉴 커런츠,,
2012,부산국제영화제,일반(종합),콘돌은 날아간다,전수일,갈라 프레젠테이션,,
2012,부산국제영화제,일반(종합),죽어도 좋은 날,변현아,와이드 앵글- 한국단편 경쟁 3,,
2012,부산국제영화제,일반(종합),내가 고백을 하면,조성규,한국 영화의 오늘-파노라마,,
2012,부산국제영화제,일반(종합),흔적,정지윤,와이드 앵글- 한국단편 경쟁 2,,
2012,부산국제영화제,일반(종합),멜로,이로이,한국 영화의 오늘-비전,,
2012,부산국제영화제,일반(종합),건축학개론,이용주,한국 영화의 오늘-파노라마,,
2012,부산국제영화제,일반(종합),돈 크라이 마미,김용한,오픈 시네마,,
2012,부산국제영화제,일반(종합),기억의 소리,이공희,한국 영화의 오늘-비전,,
2012,부산국제영화제,일반(종합),용의자X,방은진,한국 영화의 오늘-파노라마,,
2012,부산국제영화제,일반(종합),그녀의 연기,김태용,아시아의 창,,
2012,부산국제영화제,일반(종합),베드,박철수,갈라 프레젠테이션,,
2012,부산국제영화제,일반(종합),웰랑 뜨레이,김태일,와이드 앵글,,
2012,부산국제영화제,일반(종합),청춘의 십자로,"김태용,안종화",,,
2012,부산국제영화제,일반(종합),두 번의 결혼식과 한 번의 장례식,김조광수,한국 영화의 오늘-파노라마,,
2012,부산국제영화제,일반(종합),누구나 제 명에 죽고 싶다,김승현,뉴 커런츠,,
2012,부산국제영화제,일반(종합),강선장,원호연,와이드앵글-다큐멘터리 쇼케이스,,
2012,부산국제영화제,일반(종합),닥터,"김성홍,김유정,배현지",갈라 프레젠테이션,,
2012,부산국제영화제,일반(종합),캠퍼스의 봄,안승혁,와이드앵글-한국단편경쟁3,,
2012,부산국제영화제,일반(종합),미운오리새끼,곽경택,한국 영화의 오늘-파노라마,,
2012,부산국제영화제,일반(종합),범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,한국 영화의 오늘-파노라마,,
2012,부산국제영화제,일반(종합),덕구 TV,신민희,와이드 앵글- 한국단편 경쟁 3,,
2012,부산국제영화제,일반(종합),불륜,김준성,와이드앵글-한국단편 경쟁 2,,
2012,부산국제영화제,일반(종합),질식,권오광,와이드 앵글- 한국단편 경쟁 2,,
2012,부산국제영화제,일반(종합),피에타,김기덕,한국 영화의 오늘-파노라마,,
2012,부산국제영화제,일반(종합),무게,전규환,한국 영화의 오늘-파노라마,,
2012,부산국제영화제,일반(종합),러시안 소설,신연식,한국 영화의 오늘-비전,,
2012,부산국제영화제,일반(종합),공정사회,이지승,한국 영화의 오늘-비전,한국영화감독조합상- 여자배우상,장영남
2012,부산국제영화제,일반(종합),미스터 컴퍼니,민환기,와이드 앵글_다큐멘터리 경쟁,비프 메세나상,민환기
2012,애틀랜타 대한민국 영화제,일반(종합),플란다스의 개,봉준호,,,
2012,애틀랜타 대한민국 영화제,일반(종합),아라한 장풍대작전,류승완,,,
2012,밴쿠버 국제영화제,일반(종합),벌거숭이,박상훈,용호,,
2012,애틀랜타 대한민국 영화제,일반(종합),마이 웨이,강제규,,,
2012,밴쿠버 국제영화제,일반(종합),백야,이송희일,용호,,
2012,밴쿠버 국제영화제,일반(종합),오목어,김진만,용호,,
2012,애틀랜타 대한민국 영화제,일반(종합),최종병기 활,김한민,,,
2012,애틀랜타 대한민국 영화제,일반(종합),파파,한지승,,,
2012,밴쿠버 국제영화제,일반(종합),다른나라에서,홍상수,용호,,
2012,애틀랜타 대한민국 영화제,일반(종합),풍산개,전재홍,,,
2012,밴쿠버 국제영화제,일반(종합),물고기,박홍민,용호,,
2012,애틀랜타 대한민국 영화제,일반(종합),왕의 남자,이준익,,,
2012,애틀랜타 대한민국 영화제,일반(종합),돼지의 왕,연상호,,,
2012,밴쿠버 국제영화제,일반(종합),모크샤... 나는 혹은 세상은 어떻게 작동하는가,구성주,용호,,
2012,애틀랜타 대한민국 영화제,일반(종합),기담,"정식,정범식",,,
2012,밴쿠버 국제영화제,일반(종합),늑대소년,조성희,용호,,
2012,애틀랜타 대한민국 영화제,일반(종합),미녀는 괴로워,김용화,,,
2012,애틀랜타 대한민국 영화제,일반(종합),코리아,문현성,,,
2012,애틀랜타 대한민국 영화제,일반(종합),부러진 화살,정지영,,,
2012,밴쿠버 국제영화제,일반(종합),변신,윤기남,용호,,
2012,애틀랜타 대한민국 영화제,일반(종합),"광해, 왕이 된 남자",추창민,,,
2012,애틀랜타 대한민국 영화제,일반(종합),다른나라에서,홍상수,,,
2012,애틀랜타 대한민국 영화제,일반(종합),시,이창동,,,
2012,밴쿠버 국제영화제,일반(종합),서브휴먼,한재현,용호,,
2012,밴쿠버 국제영화제,일반(종합),로맨스 조,이광국,용호,,
2012,밴쿠버 국제영화제,일반(종합),밍크코트,"신아가,이상철",용호,,
2012,리우데자네이루 국제영화제,일반(종합),인류멸망 보고서,김지운,미드나잇 무비스,,
2012,리우데자네이루 국제영화제,일반(종합),피에타,김기덕,파노라마,,
2012,리우데자네이루 국제영화제,일반(종합),돼지의 왕,연상호,미드나잇 무비스,,
2012,하이파 국제영화제,일반(종합),돼지의 왕,연상호,,,
2012,앤 아버 한국 영화제,일반(종합),돼지의 왕,연상호,,,
2012,함부르크 영화제,일반(종합),피에타,김기덕,,Douglas-Sirk-Award,
2012,부일영화상,일반(종합),은교,정지우,,최우수 작품상,정지우
2012,부일영화상,일반(종합),은교,정지우,,신인 여자 연기상,김고은
2012,부일영화상,일반(종합),돈의 맛,임상수,,음악상,김홍집
2012,부일영화상,일반(종합),도둑들,최동훈,,촬영상,최영환
2012,부일영화상,일반(종합),도둑들,최동훈,,미술상,이하준
2012,부일영화상,일반(종합),건축학개론,이용주,,각본상,이용주
2012,부일영화상,일반(종합),로맨스 조,이광국,,신인 감독상,이광국
2012,부일영화상,일반(종합),완득이,이한,,최우수 감독상,이한
2012,부일영화상,일반(종합),화차,변영주,,여우 주연상,김민희
2012,부일영화상,일반(종합),범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,,신인 남자 연기상,김성균
2012,부일영화상,일반(종합),범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,,남우 조연상,조진웅
2012,부일영화상,일반(종합),범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,,남우 주연상,최민식
2012,부일영화상,일반(종합),후궁 : 제왕의 첩,김대승,,여우 조연상,박지영
2012,인디세계영화제,일반(종합),불륜의 시대,전규환,World Cinema,,
2012,인디세계영화제,일반(종합),잠 못 드는 밤,장건재,World Cinema,,
2012,난장판과 사랑 헬싱키 국제영화제,일반(종합),돼지의 왕,연상호,Asian Cuts,,
2012,괌 국제영화제,일반(종합),밍크코트,"신아가,이상철",,Best of Festival,
2012,오즈 아시아 축제,일반(종합),최종병기 활,김한민,,,
2012,블라디보스톡 아시안퍼시픽 국제영화제,일반(종합),물고기,박홍민,,,
2012,블라디보스톡 아시안퍼시픽 국제영화제,일반(종합),파닥파닥,이대희,Non-Competition,,
2012,판타스틱 페스트,판타지,돼지의 왕,연상호,New Wave,,
2012,여성인권영화제,일반(종합),애드벌룬,이우정,일상과 투쟁의 나날들,,
2012,포커스 온 아시아 - 후쿠오카 국제영화제,일반(종합),가문의 영광4 - 가문의 수난,정태원,Films Supported by the Fukuoka Film Commission,,
2012,여성인권영화제,일반(종합),구토,임경희,피움 초이스,,
2012,포커스 온 아시아 - 후쿠오카 국제영화제,일반(종합),불륜의 시대,전규환,Official Selection,,
2012,여성인권영화제,일반(종합),"푸른, 물고기",지수연,피움 초이스,,
2012,여성인권영화제,일반(종합),전설의 여공,박지선,"그대 마음과 만나, 피움",,
2012,오타와 국제애니메이션영화제,애니,바느질 하는 여자,우진,International Student Showcase,,
2012,여성인권영화제,일반(종합),이웃에 방해가 되지 않는 선에서,정지윤,피움 줌인,,
2012,여성인권영화제,일반(종합),나의 교실,한자영,일상과 투쟁의 나날들,,
2012,여성인권영화제,일반(종합),할망바다,"강희진,한아렴",피움 초이스,,
2012,포커스 온 아시아 - 후쿠오카 국제영화제,일반(종합),댄싱퀸,이석훈,Official Selection,,
2012,여성인권영화제,일반(종합),마취,김석영,피움 줌인,,
2012,여성인권영화제,일반(종합),"열일곱, 그리고 여름",조슬예,일상과 투쟁의 나날들,,
2012,여성인권영화제,일반(종합),두 번째 계절,영,"그대 마음과 만나, 피움",,
2012,여성인권영화제,일반(종합),창,연상호,여전히 아무도 모른다,,
2012,오타와 국제애니메이션영화제,애니,38-39°C,김강민,International Student Showcase,,
2012,여성인권영화제,일반(종합),방관자들,박석재,피움 줌인,,
2012,오타와 국제애니메이션영화제,애니,관점,황보새별,Independent Short Films Competition (Experimental),,
2012,여성인권영화제,일반(종합),은실이,"김선아,박세희",여전히 아무도 모른다,,
2012,버스터 국제어린이청소년영화제,청소년,마당을 나온 암탉,오성윤,,,
2012,여성인권영화제,일반(종합),갑과 을,김진황,여전히 아무도 모른다,,
2012,여성인권영화제,일반(종합),그의 이름은도시,,피움 초이스,,
2012,여성인권영화제,일반(종합),복날,이은상,여전히 아무도 모른다,,
2012,여성인권영화제,일반(종합),졸업사진,김주용,피움 초이스,,
2012,여성인권영화제,일반(종합),노스페이스,최진영,일상과 투쟁의 나날들,,
2012,여성인권영화제,일반(종합),열정의 기준,조한아,피움 줌인,,
2012,버스터 국제어린이청소년영화제,청소년,완득이,이한,,,
2012,유라시아 국제영화제,일반(종합),부러진 화살,정지영,Echo of Busan,,
2012,유라시아 국제영화제,일반(종합),풍산개,전재홍,International Competition,,
2012,유라시아 국제영화제,일반(종합),하나안,박루슬란,Echo of Busan,,
2012,유라시아 국제영화제,일반(종합),밍크코트,"신아가,이상철",Echo of Busan,,
2012,가치봄영화제,일반(종합),청이,김정인,,우수상,김정인
2012,가치봄영화제,일반(종합),선지해장국,,PDFF 경선,,
2012,크록 국제애니메이션영화제,애니,선량한 인간들의 도시,허범욱,Competition,,
2012,토론토 국제영화제,일반(종합),범죄소년,강이관,동시대세계영화,,
2012,토론토 국제영화제,일반(종합),늑대소년,조성희,Contemporary World Cinema,,
2012,토론토 국제영화제,일반(종합),디지털 삼인삼색 2012: 아직 할 말이 남았지만,잉량,Wavelengths,,
2012,토론토 국제영화제,일반(종합),도둑들,최동훈,Contemporary World Cinema,,
2012,토론토 국제영화제,일반(종합),버닝 스테이지,양선우,Loot Bag: Follow Your Dreams!,,
2012,리스본 국제호러영화제,호러/스릴러,돼지의 왕,연상호,Room Service,,
2012,대단한 단편영화제,단편,도서관에서는 실내정숙,홍석재,중편 초청,,
2012,대단한 단편영화제,단편,이기는 기분,한승훈,중편 초청,,
2012,대단한 단편영화제,단편,개를 키워봐서 알아요,이우정,감독특별전 : 이우정,,
2012,대단한 단편영화제,단편,고슴도치 고슴,최하나,단편 경쟁,,
2012,대단한 단편영화제,단편,유숙자,엄태화,배우특별전 : 엄태구,,
2012,대단한 단편영화제,단편,손님,윤가은,배우특별전 : 정연주,,
2012,대단한 단편영화제,단편,향기,김다정,단편 경쟁,,
2012,대단한 단편영화제,단편,알레그로,,단편 경쟁,,
2012,대단한 단편영화제,단편,창,연상호,중편 초청,,
2012,대단한 단편영화제,단편,세상의 끝,남궁선,배우특별전 : 박정민,,
2012,대단한 단편영화제,단편,영아,최아름,배우특별전 : 김고은,,
2012,대단한 단편영화제,단편,붉은 손,신지현,단편 경쟁,,
2012,대단한 단편영화제,단편,쥐덫,이창석,중편 초청,,
2012,대단한 단편영화제,단편,독개구리,고정욱,중편 초청,,
2012,대단한 단편영화제,단편,판도라,허명행,중편 초청,,
2012,대단한 단편영화제,단편,천국도청,오현주,중편 초청,,
2012,대단한 단편영화제,단편,배구레슨,권만기,단편 경쟁,,
2012,대단한 단편영화제,단편,구토,임경희,단편 경쟁,,
2012,대단한 단편영화제,단편,송한나,이우정,감독특별전 : 이우정,,
2012,대단한 단편영화제,단편,밤벌레,김태용,중편 초청,,
2012,대단한 단편영화제,단편,마취,김석영,중편 초청,,
2012,대단한 단편영화제,단편,그녀,문성혁,단편 경쟁,,
2012,대단한 단편영화제,단편,비폭력저항: 평화롭게 아내의 입을 틀어막는 법,곽지혜,단편 경쟁,대단한 감독상,곽지혜
2012,대단한 단편영화제,단편,서브휴먼,한재현,단편 경쟁,대단한 배우상,정영기
2012,대단한 단편영화제,단편,안녕 자지,박자은,단편 경쟁,관객상 제목상,박자은
2012,대단한 단편영화제,단편,최종면접,현문섭,단편 경쟁,관객상 작품상,현문섭
2012,대단한 단편영화제,단편,최종면접,현문섭,단편 경쟁,관객상 포스터상,현문섭
2012,대단한 단편영화제,단편,혼자있는 시간,최린,단편 경쟁,KT&G 은관상,최린
2012,대단한 단편영화제,단편,짝사랑,윤진아,단편 경쟁,,
2012,대단한 단편영화제,단편,블랙아웃,안진우,단편 경쟁,,
2012,대단한 단편영화제,단편,구멍,안준성,단편 경쟁,,
2012,대단한 단편영화제,단편,낮과 밤,유은정,단편 경쟁,,
2012,대단한 단편영화제,단편,도깨비숲,유후용,단편 경쟁,,
2012,대단한 단편영화제,단편,꽃은 시드는 게 아니라…,오태헌,중편 초청,,
2012,대단한 단편영화제,단편,청이,김정인,단편 경쟁,최우수상,김정인
2012,대단한 단편영화제,단편,기타와 나,,단편 경쟁,,
2012,대단한 단편영화제,단편,해운대소녀,이정홍,단편 경쟁,,
2012,대단한 단편영화제,단편,애드벌룬,이우정,배우특별전 : 이민지,,
2012,대단한 단편영화제,단편,그녀의 단속반,김용완,단편 경쟁,,
2012,대단한 단편영화제,단편,환상의 콤비,전병덕,중편 초청,,
2012,대단한 단편영화제,단편,옷 젖는 건 괜찮아,이우정,감독특별전 : 이우정,,
2012,대단한 단편영화제,단편,누가 공정화를 죽였나?,한지혜,중편 초청,,
2012,대단한 단편영화제,단편,반달곰,이정홍,중편 초청,,
2012,대단한 단편영화제,단편,데쓰 다이어리,홍은표,단편 경쟁,,
2012,대단한 단편영화제,단편,숲,엄태화,배우특별전 : 류혜영,,
2012,대단한 단편영화제,단편,도마뱀 소녀,최시영,단편 경쟁,,
2012,대단한 단편영화제,단편,열병,민용근,배우특별전 : 이주승,,
2012,대단한 단편영화제,단편,재난영화,남달현,단편 경쟁,,
2012,대단한 단편영화제,단편,오목어,김진만,단편 경쟁,,
2012,팡떠쉬 국제애니메이션영화제,일반(종합),돼지의 왕,연상호,Feature Films,,
2012,베니스 국제영화제,일반(종합),피에타,김기덕,International competition,황금사자상,김기덕
2012,베니스 국제영화제,일반(종합),초대,유민영,Orizzonti,,
2012,베니스 국제영화제,일반(종합),무게,전규환,,,
2012,서울국제실험영화페스티벌,일반(종합),아무도 아무것도 아닌,이채민,엑스-나우 국제경쟁부문,,
2012,서울국제실험영화페스티벌,일반(종합),째보리스키 포인트,박병래,엑스-나우,,
2012,서울국제실험영화페스티벌,일반(종합),2월,조인한,국내경쟁,Fuji Award 국내경쟁 부문,조인한
2012,서울국제실험영화페스티벌,일반(종합),원시림,이현정,,,
2012,콘코르토 영화제,단편,손님,윤가은,Focus Korea,,
2012,서울국제청소년영화제,청소년,구두의 주인을 찾습니다,김희정,,,
2012,서울국제청소년영화제,청소년,짝퉁엄마,이은상,,,
2012,판타지 필름페스트,판타지,인류멸망 보고서,김지운,포커스 아시아,,
2012,판타지 필름페스트,판타지,돼지의 왕,연상호,포커스 아시아,,
2012,판타지 필름페스트,판타지,돼지의 왕,연상호,포커스 아시아,,
2012,대구단편영화제,단편,오목어,김진만,,대상,김진만
2012,시네마디지털서울,일반(종합),비념,임흥순,버터플라이,버터플라이 섹션 최우수작품상,
2012,시네마디지털서울,일반(종합),저수지의 괴물,이성강,브라이트 포커스,,
2012,시네마디지털서울,일반(종합),원시림,이현정,,,
2012,시네마디지털서울,일반(종합),설인,이사무엘,버터플라이,,
2012,시네마디지털서울,일반(종합),잠 못 드는 밤,장건재,버터플라이,,
2012,시네마디지털서울,일반(종합),검은 갈매기,노경태,버터플라이,,
2012,시네마디지털서울,일반(종합),경복,유시형,버터플라이,,
2012,홍콩 섬머 국제영화제,일반(종합),다른나라에서,홍상수,Fest Faves,,
2012,대구단편영화제,단편,숲,엄태화,,우수상,엄태화
2012,대구단편영화제,단편,숲,엄태화,,연기상,엄태구
2012,시네마디지털서울,일반(종합),간지들의 하루,이숙경,버터플라이,,
2012,시네마디지털서울,일반(종합),미쓰 마마,백연아,버터플라이,,
2012,대구단편영화제,단편,졸업 과제,김용삼,,애플시네마 대상,김용삼
2012,대구단편영화제,단편,숲,엄태화,,촬영상,지상빈
2012,시네마디지털서울,일반(종합),벌거숭이,박상훈,버터플라이,,
2012,대구단편영화제,단편,영아,최아름,본선경쟁작,,
2012,홍콩 섬머 국제영화제,일반(종합),완득이,이한,Fest Faves,,
2012,시네마디지털서울,일반(종합),영건 탐정사무소,오영두,버터플라이,,
2012,시네마디지털서울,일반(종합),하나안,박루슬란,버터플라이,,
2012,시네마디지털서울,일반(종합),설인,이사무엘,아시아경쟁,,
